name,author,publisher,price,id,rating
Сирены Титана,Воннегут Курт,АСТ,266 руб.,934699,0.00(Оценок: 0)
Полное собрание сочинений и писем в 23-х томах. Том 7. Художественные произведения. 1908-1910,Андреев Леонид Николаевич,Наука,1419 руб.,929101,0.00(Оценок: 0)
Агнес Грей,Бронте Энн,АСТ,225 руб.,934698,0.00(Оценок: 0)
Новый человек в городе,Сименон Жорж,Азбука,175 руб.,934717,0.00(Оценок: 0)
Лиза из Ламбета. Карусель,Моэм Уильям Сомерсет,АСТ,523 руб.,934697,0.00(Оценок: 0)
Романы о Кролике. Начало. Комплект из 3-х книг,Апдайк Джон,Текст,2174 руб.,931217,10.00(Оценок: 1)
Незнакомка из Уайлдфелл-Холла,Бронте Энн,Эксмо-Пресс,256 руб.,934610,0.00(Оценок: 0)
Машина времени,Уэллс Герберт Джордж,Like Book,558 руб.,934612,0.00(Оценок: 0)
Повесть о жизни. Книги IV–VI,Паустовский Константин Георгиевич,Азбука,242 руб.,924355,0.00(Оценок: 0)
Портрет Дориана Грея,Уайльд Оскар,АСТ,234 руб.,589212,9.12(Оценок: 105)
Хорошие жены,Олкотт Луиза Мэй,Эксмо,607 руб.,927455,10.00(Оценок: 3)
Пригоршня праха. Мерзкая плоть. Упадок и разрушение,Во Ивлин,Иностранка,767 руб.,925728,10.00(Оценок: 3)
Дочь времени,Тэй Джозефина ,АСТ,234 руб.,925590,10.00(Оценок: 4)
Лолита,Набоков Владимир Владимирович,Corpus,669 руб.,811681,8.25(Оценок: 36)
